Student_ID,Age,Gender,Department,Level,CGPA,Attendance,Assignment,Midterm,Exam,Study_Hours,Financial_Stress,Family_Income,Scholarship,Sleep_Hours,Mental_Health,Carryovers,Performance,Dropout
1009,16,Female,Computer Science,200,2.95,82,57.599999999999994,63.599999999999994,55.599999999999994,3.1,7,Low,No,8.2,5,3,Fair,0
1010,23,Female,Microbiology,200,3.77,77,72.1,93.1,61.099999999999994,5.8,6,Low,Yes,8.1,2,1,Good,0
1011,27,Male,Software Engineering,100,4.58,89,97.7,83.7,93.7,7.0,4,Medium,Yes,6.9,5,1,Excellent,0
1012,20,Male,Electrical Engineering,400,3.47,68,75.4,65.4,67.4,6.0,6,Low,Yes,7.0,1,2,Fair,0
1013,24,Female,Electrical Engineering,100,3.6,57,72.1,63.099999999999994,81.1,5.9,1,High,No,4.0,7,1,Good,0
1014,22,Male,Computer Science,500,3.28,80,73.0,59.0,65.0,4.4,8,Low,Yes,6.6,1,1,Fair,0
1015,23,Male,Mass Communication,100,4.2,71,85.3,95.3,71.3,6.7,5,High,No,5.3,3,1,Good,0
1016,24,Male,Mechanical Engineering,300,3.91,66,77.8,64.8,91.8,5.5,3,High,Yes,5.6,6,1,Good,0
1017,29,Female,Mass Communication,500,1.5,54,30.0,30.0,30.0,0.5,6,Medium,No,5.7,5,5,Poor,1
1018,30,Male,Mechanical Engineering,500,2.78,80,43.0,60.0,64.0,2.4,5,High,Yes,8.4,1,1,Fair,1
1019,29,Female,Medicine,100,1.62,40,30.0,33.0,34.0,0.7,5,High,Yes,7.2,1,5,Poor,1
1020,17,Female,Biochemistry,300,3.31,65,62.5,68.5,67.5,4.6,5,High,No,6.9,5,1,Fair,0
1021,26,Female,Cyber Security,200,3.73,71,71.3,91.3,61.3,5.6,5,High,Yes,4.7,3,1,Good,0
1022,24,Male,Nursing,200,1.76,51,30.0,45.3,30.0,1.9,6,Low,Yes,4.7,1,3,Poor,1
1023,26,Female,Computer Science,500,2.45,57,44.099999999999994,45.099999999999994,58.099999999999994,2.4,6,Medium,No,6.6,5,5,Poor,0
1024,23,Male,Accounting,300,3.44,64,75.2,77.2,54.2,4.9,5,Medium,Yes,6.9,5,3,Fair,0
1025,23,Male,Civil Engineering,100,1.82,43,30.0,30.0,48.9,1.6,6,Medium,Yes,5.7,1,5,Poor,1
1026,25,Female,Computer Science,300,2.7,48,49.4,65.4,47.4,4.5,4,Medium,No,7.9,8,1,Fair,0
1027,17,Male,Accounting,300,2.75,43,56.9,61.9,45.9,4.6,5,High,No,6.0,7,2,Fair,1
1028,16,Female,Business Administration,300,4.31,46,79.8,83.8,94.8,7.0,4,Medium,Yes,3.6,2,0,Good,1
1029,20,Male,Information Technology,300,3.67,90,76.0,71.0,73.0,5.6,2,High,No,4.5,2,0,Good,0
1030,21,Female,Computer Science,500,1.58,70,30.0,30.0,35.0,0.7,5,High,No,7.0,7,3,Poor,1
1031,20,Female,Accounting,400,1.56,56,30.0,33.8,30.0,1.4,2,High,Yes,6.0,3,5,Poor,1
1032,20,Female,Software Engineering,200,3.01,62,61.599999999999994,54.599999999999994,64.6,4.7,1,High,No,7.6,3,2,Fair,0
1033,16,Male,Software Engineering,500,2.47,59,48.7,49.7,49.7,3.7,5,High,No,7.5,6,3,Poor,1
1034,23,Female,Information Technology,100,2.14,64,45.2,42.2,41.2,3.4,10,Low,No,3.7,4,3,Poor,1
1035,17,Male,Information Technology,400,4.4,72,76.6,94.6,92.6,6.4,2,High,No,8.2,1,1,Good,0
1036,26,Female,Civil Engineering,400,3.86,96,74.8,81.8,74.8,4.0,2,High,Yes,5.0,2,1,Good,0
1037,17,Female,Business Administration,100,1.66,85,30.0,39.5,30.0,0.5,7,Medium,Yes,4.7,3,4,Poor,0
1038,28,Female,Electrical Engineering,500,4.48,74,92.2,86.2,90.2,6.4,3,High,No,7.2,9,0,Good,0
1039,17,Female,Mechanical Engineering,500,3.56,61,65.3,70.3,78.3,4.8,3,High,Yes,5.3,3,1,Good,0
1040,19,Female,Electrical Engineering,200,2.3,67,34.099999999999994,47.099999999999994,57.099999999999994,1.8,5,Medium,No,7.5,1,5,Poor,1
1041,26,Female,Biochemistry,500,4.06,83,92.9,76.9,73.9,6.2,2,High,No,7.0,4,0,Good,0
1042,29,Female,Cyber Security,400,2.77,55,56.5,47.5,62.5,3.2,6,Medium,Yes,4.1,3,3,Fair,1
1043,17,Female,Nursing,500,2.07,60,40.0,34.0,50.0,1.7,3,Medium,Yes,7.8,9,5,Poor,1
1044,19,Female,Computer Science,400,1.5,67,30.099999999999998,30.0,30.0,0.8,5,High,No,4.4,1,4,Poor,1
1045,29,Male,Electrical Engineering,100,4.04,93,91.9,79.9,70.9,6.1,2,High,No,4.1,9,0,Good,0
1046,27,Female,Electrical Engineering,400,3.48,72,58.599999999999994,74.6,75.6,3.9,7,Low,Yes,7.5,3,1,Fair,0
1047,25,Female,Microbiology,200,2.27,40,41.0,33.0,62.0,3.4,7,Low,No,8.2,7,4,Poor,1
1048,17,Male,Nursing,400,1.99,43,44.9,40.9,33.9,3.5,9,Low,Yes,4.3,1,4,Poor,1
1049,29,Female,Accounting,200,2.29,66,50.8,35.8,50.8,2.7,6,Low,Yes,7.2,7,3,Poor,0
1050,20,Male,Medicine,400,1.67,72,35.599999999999994,30.0,34.599999999999994,0.5,5,Medium,No,4.5,8,3,Poor,0
1051,29,Female,Cyber Security,400,1.75,51,31.299999999999997,41.3,32.3,1.9,8,Low,Yes,5.1,1,4,Poor,1
1052,30,Male,Mass Communication,100,2.78,61,58.3,41.3,67.3,3.8,6,Medium,Yes,7.0,4,2,Fair,0
1053,20,Female,Information Technology,300,1.67,52,32.6,30.0,37.6,0.9,6,Medium,No,6.1,7,3,Poor,1
1054,21,Male,Microbiology,200,2.63,73,53.9,55.9,47.9,4.1,6,Low,Yes,8.1,6,2,Fair,0
1055,18,Female,Electrical Engineering,200,1.5,40,30.0,30.0,30.0,0.6,8,Low,No,3.5,6,5,Poor,1
1056,24,Female,Civil Engineering,200,2.28,40,42.0,59.0,36.0,3.8,7,Low,Yes,7.4,2,3,Poor,1
1057,28,Female,Economics,300,2.79,57,57.099999999999994,70.1,40.099999999999994,4.3,2,High,Yes,8.1,5,2,Fair,1
1058,24,Male,Civil Engineering,200,1.58,40,30.0,30.0,35.0,0.5,9,Low,Yes,6.0,2,4,Poor,1
1059,23,Male,Biochemistry,100,3.66,94,70.2,66.2,83.2,5.1,2,High,Yes,3.8,2,1,Good,0
1060,26,Female,Economics,500,3.2,81,63.3,53.3,75.3,3.3,5,High,No,7.1,8,3,Fair,0
1061,20,Female,Cyber Security,500,2.31,82,43.599999999999994,53.599999999999994,41.599999999999994,1.8,3,Medium,Yes,6.7,1,4,Poor,1
1062,20,Female,Computer Science,300,2.48,93,56.9,55.9,35.9,1.9,3,Medium,Yes,8.0,7,5,Poor,0
1063,28,Female,Civil Engineering,200,3.91,52,79.6,71.6,83.6,5.9,7,Low,Yes,5.2,5,0,Good,1
1064,22,Male,Information Technology,200,2.86,66,53.8,63.8,53.8,3.0,3,High,Yes,4.1,6,2,Fair,0
1065,24,Female,Computer Science,400,1.5,66,30.0,30.0,30.0,0.8,8,Low,No,6.9,1,5,Poor,1
1066,16,Male,Mass Communication,500,2.77,77,53.099999999999994,45.099999999999994,68.1,2.6,6,Medium,Yes,4.8,3,1,Fair,0
1067,17,Female,Microbiology,400,3.13,72,74.6,55.599999999999994,57.599999999999994,4.7,7,Medium,Yes,5.0,4,3,Fair,0
1068,27,Female,Cyber Security,200,1.51,55,30.5,30.0,30.0,1.7,10,Low,Yes,3.1,1,3,Poor,1
1069,25,Male,Civil Engineering,200,1.51,46,30.0,30.799999999999997,30.0,0.5,4,Medium,No,7.2,3,3,Poor,1
1070,30,Male,Medicine,400,3.58,53,73.9,72.9,67.9,4.9,9,Low,Yes,7.9,4,1,Good,0
1071,24,Female,Mass Communication,300,2.87,57,62.099999999999994,62.099999999999994,48.099999999999994,3.6,5,High,Yes,7.6,2,2,Fair,1
1072,21,Female,Accounting,400,1.5,43,30.0,30.0,30.0,0.5,8,Low,No,5.5,1,3,Poor,1
1073,24,Female,Civil Engineering,400,1.5,50,30.0,30.0,30.0,0.6,5,Medium,No,8.1,4,3,Poor,1
1074,29,Female,Cyber Security,400,4.04,47,79.1,72.1,91.1,6.6,5,Medium,Yes,8.1,6,1,Good,1
1075,22,Female,Nursing,200,3.44,57,64.1,73.1,69.1,5.2,7,Medium,Yes,5.2,7,1,Fair,1
1076,17,Male,Cyber Security,500,4.44,94,100.0,86.2,80.2,6.9,3,Medium,No,6.1,1,0,Good,0
1077,29,Female,Mass Communication,300,1.67,67,40.099999999999994,30.0,30.0,2.0,1,High,Yes,4.3,10,3,Poor,1
1078,29,Male,Microbiology,200,2.63,62,50.599999999999994,52.599999999999994,54.599999999999994,2.3,3,Medium,No,7.9,1,2,Fair,1
1079,23,Female,Cyber Security,500,1.5,48,30.0,30.0,30.0,0.6,10,Low,No,6.5,1,4,Poor,1
1080,20,Female,Mass Communication,400,2.9,53,59.9,61.9,51.9,4.7,5,Medium,Yes,3.7,1,1,Fair,1
1081,18,Male,Accounting,200,3.54,78,71.4,74.4,66.4,4.8,8,Low,Yes,5.4,4,0,Good,0
1082,26,Female,Medicine,200,1.5,52,30.0,30.0,30.0,1.1,5,Medium,Yes,7.7,1,4,Poor,1
1083,29,Female,Accounting,400,1.64,62,32.599999999999994,35.599999999999994,30.0,1.1,4,High,No,7.9,8,3,Poor,1
1084,20,Female,Software Engineering,400,4.54,59,89.7,87.7,94.7,6.6,3,Medium,Yes,8.2,4,0,Excellent,1
1085,28,Male,Mass Communication,300,1.98,40,31.0,38.0,50.0,2.6,5,High,No,4.6,2,4,Poor,1
1086,29,Female,Economics,400,4.24,88,73.4,81.4,99.4,5.6,4,High,Yes,5.1,7,1,Good,0
1087,21,Male,Civil Engineering,500,4.62,68,84.4,94.4,98.4,6.0,4,High,Yes,4.8,8,1,Excellent,0
1088,23,Female,Electrical Engineering,100,1.5,65,30.0,30.0,30.0,1.1,9,Low,No,4.3,4,3,Poor,1
1089,17,Female,Economics,500,4.4,82,91.6,91.6,80.6,5.7,7,Medium,Yes,6.6,7,1,Good,0
1090,24,Female,Microbiology,100,2.73,41,60.3,58.3,45.3,4.1,10,Low,No,6.4,1,1,Fair,0
1091,19,Female,Computer Science,100,3.04,78,63.400000000000006,63.400000000000006,55.400000000000006,4.2,7,Low,No,4.3,4,1,Fair,0
1092,28,Female,Electrical Engineering,500,4.53,55,83.5,100.0,88.5,7.7,1,High,Yes,7.8,2,1,Excellent,1
1093,28,Female,Mechanical Engineering,100,1.71,82,42.599999999999994,30.0,30.0,0.9,5,High,No,7.4,4,4,Poor,1
1094,28,Male,Economics,300,3.63,90,75.0,70.0,73.0,5.6,5,High,Yes,5.2,1,0,Good,0
1095,26,Female,Computer Science,300,4.16,93,90.9,79.9,78.9,6.1,3,Medium,No,6.8,3,1,Good,0
1096,27,Male,Biochemistry,200,3.79,64,73.2,78.2,76.2,5.4,5,High,No,8.0,2,0,Good,0
1097,16,Female,Computer Science,300,3.68,42,66.6,78.6,75.6,5.4,4,High,No,4.3,1,0,Good,0
1098,24,Male,Business Administration,200,4.49,82,90.6,78.6,100.0,6.6,7,Medium,No,7.2,1,1,Good,0
1099,24,Female,Electrical Engineering,100,2.9,42,51.6,64.6,57.6,4.1,8,Low,Yes,4.6,1,2,Fair,1
1100,21,Male,Accounting,300,1.5,60,30.0,30.0,30.0,0.5,4,High,No,8.3,1,5,Poor,1
1101,21,Male,Software Engineering,300,1.94,57,42.099999999999994,44.099999999999994,30.0,1.7,3,Medium,No,3.9,3,4,Poor,1
1102,24,Male,Microbiology,500,2.87,46,61.8,68.8,41.8,4.6,5,High,No,8.1,3,2,Fair,0
1103,21,Female,Biochemistry,100,4.12,75,76.5,74.5,96.5,6.4,6,Low,Yes,5.7,1,1,Good,0
1104,17,Female,Cyber Security,500,3.1,59,58.7,62.7,64.7,3.1,1,High,Yes,7.1,2,1,Fair,1
1105,27,Male,Cyber Security,500,3.29,55,70.5,72.5,54.5,4.6,6,Low,No,6.1,5,1,Fair,0
1106,25,Female,Information Technology,500,3.25,79,56.7,67.7,70.7,3.0,4,Medium,No,4.9,3,3,Fair,0
1107,22,Female,Mass Communication,500,2.32,56,46.8,55.8,36.8,3.2,3,Medium,Yes,4.6,9,5,Poor,1
1108,26,Male,Cyber Security,100,3.4,81,75.3,62.3,66.3,4.9,6,Low,Yes,8.2,2,3,Fair,0
1109,19,Male,Nursing,100,1.61,49,30.0,36.7,30.0,1.4,5,Medium,Yes,5.1,4,4,Poor,1
1110,24,Female,Accounting,200,2.65,58,47.4,50.4,61.4,3.3,2,High,Yes,6.0,4,2,Fair,0
1111,23,Male,Computer Science,100,2.06,66,32.8,52.8,37.8,2.0,5,High,No,4.9,1,3,Poor,0
1112,16,Female,Microbiology,500,1.56,48,33.4,30.0,30.0,1.5,8,Low,No,8.0,4,4,Poor,1
1113,19,Female,Medicine,200,1.99,67,45.099999999999994,44.099999999999994,30.0,1.9,9,Low,Yes,4.4,1,4,Poor,1
1114,27,Male,Electrical Engineering,500,1.6,50,30.0,36.0,30.0,0.8,3,Medium,No,7.7,4,5,Poor,1
1115,25,Male,Mass Communication,400,4.84,66,99.8,90.8,100.0,7.3,2,High,Yes,3.8,5,0,Excellent,0
1116,27,Female,Biochemistry,400,1.88,61,37.3,31.3,44.3,1.0,7,Medium,No,3.8,3,4,Poor,1
1117,30,Male,Mechanical Engineering,100,3.53,72,72.6,72.6,66.6,5.1,6,Medium,No,8.2,4,0,Good,0
1118,25,Male,Information Technology,400,2.15,79,36.7,32.7,59.7,2.1,9,Low,Yes,6.7,4,3,Poor,1
1119,21,Male,Computer Science,300,4.96,79,98.7,100.0,98.7,6.7,6,Low,No,3.9,1,0,Excellent,1
1120,17,Female,Microbiology,500,2.64,65,67.5,50.5,40.5,4.1,1,High,Yes,8.0,8,1,Fair,0
1121,17,Male,Economics,500,2.6,60,47.0,55.0,54.0,2.8,6,Low,No,6.9,6,1,Fair,0
1122,25,Male,Mass Communication,300,1.5,40,30.0,30.0,30.0,1.2,7,Low,Yes,4.0,1,4,Poor,1
1123,23,Male,Business Administration,200,2.64,84,46.2,58.2,54.2,2.2,7,Low,Yes,6.7,1,1,Fair,0
1124,16,Male,Mechanical Engineering,100,1.53,90,32.0,30.0,30.0,1.0,4,High,Yes,5.7,1,4,Poor,0
1125,29,Male,Electrical Engineering,500,2.33,80,44.0,43.0,53.0,1.3,4,High,No,8.4,2,4,Poor,0
1126,29,Female,Electrical Engineering,300,2.25,62,38.599999999999994,45.599999999999994,50.599999999999994,1.8,3,Medium,Yes,8.3,7,5,Poor,0
1127,18,Male,Information Technology,500,3.72,69,70.7,62.7,89.7,5.6,9,Low,No,5.8,1,0,Good,1
1128,30,Male,Economics,500,3.21,51,59.3,60.3,73.3,4.4,2,High,Yes,5.1,1,2,Fair,1
1129,29,Male,Computer Science,400,3.91,56,84.8,61.8,87.8,5.8,4,Medium,Yes,6.7,1,0,Good,0
1130,26,Male,Biochemistry,300,3.63,61,77.3,73.3,67.3,6.9,5,Medium,Yes,7.4,1,0,Good,0
1131,21,Male,Microbiology,500,2.6,42,46.6,52.6,56.6,3.0,7,Low,Yes,3.6,3,3,Fair,1
1132,27,Male,Mechanical Engineering,300,3.01,84,65.2,59.2,56.2,4.1,7,Medium,Yes,6.0,1,1,Fair,0
1133,25,Female,Electrical Engineering,400,2.63,94,45.2,47.2,65.2,1.8,2,High,Yes,5.4,1,2,Fair,0
1134,22,Female,Computer Science,100,3.95,63,74.9,68.9,92.9,5.4,1,High,Yes,4.3,6,1,Good,0
1135,22,Female,Business Administration,100,3.54,68,69.4,67.4,75.4,5.2,7,Low,No,5.1,1,0,Good,0
1136,27,Male,Economics,100,3.18,63,57.9,58.9,73.9,3.6,1,High,No,6.2,9,2,Fair,0
1137,25,Male,Cyber Security,100,4.46,63,79.9,92.9,94.9,6.3,6,Low,No,7.9,1,0,Good,0
1138,27,Female,Nursing,200,4.07,57,87.1,72.1,85.1,6.4,4,High,No,6.2,2,0,Good,1
1139,19,Male,Mass Communication,100,3.19,76,54.8,60.8,75.8,3.7,10,Low,No,5.0,1,1,Fair,0
1140,30,Female,Microbiology,200,1.83,91,34.3,30.0,45.3,0.9,4,Medium,No,7.7,1,4,Poor,1
1141,18,Female,Microbiology,300,2.51,56,47.8,41.8,60.8,3.0,4,Medium,Yes,5.1,1,3,Fair,0
1142,17,Female,Civil Engineering,300,2.91,73,63.9,71.9,38.9,3.6,5,Medium,No,7.2,2,2,Fair,0
1143,27,Male,Nursing,300,3.25,82,56.599999999999994,71.6,66.6,4.1,6,Medium,Yes,4.8,1,3,Fair,0
1144,19,Male,Medicine,200,3.31,52,77.6,64.6,56.599999999999994,5.4,7,Low,No,6.9,4,1,Fair,1
1145,17,Female,Economics,400,1.5,52,30.0,30.0,30.0,0.5,5,High,Yes,6.0,2,3,Poor,1
1146,21,Male,Computer Science,400,4.35,77,91.1,85.1,85.1,6.2,6,Low,Yes,3.9,4,1,Good,0
1147,29,Male,Computer Science,200,2.94,59,59.7,44.7,71.7,3.9,6,Low,Yes,7.6,1,3,Fair,1
1148,27,Female,Mechanical Engineering,400,4.21,82,72.6,94.6,85.6,5.5,3,High,No,8.1,1,0,Good,0
1149,25,Female,Cyber Security,100,1.55,40,30.0,30.0,33.0,0.5,10,Low,No,3.5,1,4,Poor,1
1150,22,Female,Mechanical Engineering,100,2.17,88,37.4,57.4,35.4,1.6,4,High,Yes,6.6,8,3,Poor,1
1151,23,Female,Mechanical Engineering,300,1.89,46,34.8,30.0,48.8,2.2,3,Medium,Yes,5.7,8,5,Poor,1
1152,26,Male,Microbiology,300,1.96,82,37.599999999999994,47.599999999999994,32.599999999999994,2.2,9,Low,No,6.8,1,4,Poor,1
1153,19,Male,Economics,200,3.25,43,62.900000000000006,69.9,61.900000000000006,6.0,6,Medium,No,3.8,5,3,Fair,1
1154,18,Male,Electrical Engineering,300,2.3,49,51.7,51.7,34.7,3.4,6,Medium,Yes,6.5,5,4,Poor,0
1155,24,Male,Business Administration,200,3.22,46,62.8,61.8,68.8,5.6,3,High,No,3.7,8,3,Fair,0
1156,19,Female,Electrical Engineering,200,1.67,52,30.6,30.0,39.6,0.5,6,Medium,Yes,3.7,1,5,Poor,1
1157,27,Male,Business Administration,100,2.86,44,53.2,48.2,70.2,4.1,5,High,No,8.2,1,3,Fair,1
1158,25,Male,Civil Engineering,500,3.38,64,58.2,70.2,74.2,4.0,5,High,No,7.3,8,3,Fair,0
1159,28,Female,Software Engineering,500,4.03,73,74.9,77.9,88.9,5.1,7,Medium,Yes,4.0,1,0,Good,1
1160,28,Female,Business Administration,500,1.5,85,30.0,30.0,30.0,0.5,7,Low,Yes,5.3,4,5,Poor,1
1161,25,Male,Economics,400,2.51,64,39.2,54.2,57.2,3.0,6,Low,No,7.1,1,2,Fair,0
1162,19,Male,Mechanical Engineering,500,1.64,71,30.0,38.3,30.0,0.6,7,Medium,Yes,7.8,1,4,Poor,1
1163,18,Female,Mechanical Engineering,100,3.14,64,69.2,68.2,51.2,4.3,4,High,Yes,6.9,5,1,Fair,0
1164,25,Female,Mechanical Engineering,400,1.55,76,32.8,30.0,30.0,0.7,2,High,Yes,7.8,3,4,Poor,1
1165,30,Male,Electrical Engineering,200,1.83,73,30.0,39.9,39.9,0.6,7,Medium,No,6.4,2,3,Poor,1
1166,23,Male,Computer Science,100,1.73,64,38.2,32.2,33.2,2.7,5,High,No,6.0,5,3,Poor,0
1167,19,Female,Nursing,100,2.31,71,60.3,43.3,35.3,2.9,9,Low,Yes,6.2,1,3,Poor,1
1168,23,Female,Microbiology,200,4.46,81,93.3,95.3,79.3,6.6,5,High,Yes,7.1,1,0,Good,0
1169,20,Male,Medicine,400,1.74,46,30.0,36.8,37.8,1.6,7,Medium,No,6.9,1,4,Poor,1
1170,25,Male,Mechanical Engineering,100,3.71,72,76.6,88.6,57.599999999999994,5.3,4,High,Yes,6.4,1,0,Good,1
1171,22,Female,Software Engineering,200,1.5,40,30.0,30.0,30.0,0.8,9,Low,Yes,4.8,1,4,Poor,1
1172,24,Male,Accounting,100,1.5,48,30.0,30.0,30.0,0.5,6,Low,Yes,7.2,1,3,Poor,1
1173,21,Male,Accounting,400,1.68,55,30.5,30.0,40.5,1.0,4,High,No,5.1,3,5,Poor,1
1174,18,Female,Computer Science,200,1.5,42,30.0,30.0,30.0,0.5,7,Medium,No,4.5,1,3,Poor,1
1175,29,Male,Civil Engineering,400,5.0,93,100.0,100.0,100.0,6.9,2,High,Yes,8.4,2,0,Excellent,0
1176,26,Male,Medicine,400,3.99,64,77.2,85.2,77.2,5.2,1,High,Yes,6.8,3,1,Good,0
1177,26,Female,Information Technology,400,3.8,49,78.7,77.7,71.7,5.7,6,Low,Yes,3.5,4,0,Good,0
1178,23,Male,Accounting,500,3.02,49,68.7,64.7,47.7,5.0,4,High,No,7.9,5,2,Fair,0
1179,24,Male,Nursing,100,2.09,43,43.9,38.9,42.9,3.6,6,Medium,Yes,5.0,3,3,Poor,1
1180,26,Female,Computer Science,300,3.58,73,85.9,66.9,61.900000000000006,5.6,1,High,No,7.2,9,0,Good,0
1181,18,Female,Business Administration,400,3.08,85,60.5,54.5,69.5,3.7,7,Medium,Yes,6.3,7,2,Fair,1
1182,18,Male,Medicine,100,3.33,50,66.0,57.0,77.0,4.4,7,Medium,Yes,5.8,2,2,Fair,1
1183,20,Female,Nursing,500,2.94,76,60.8,52.8,62.8,2.8,1,High,Yes,8.7,8,1,Fair,0
1184,17,Female,Medicine,200,1.84,44,39.2,41.2,30.0,1.9,9,Low,No,7.8,1,4,Poor,1
1185,28,Male,Business Administration,100,3.23,73,68.9,68.9,55.900000000000006,4.5,4,High,No,6.5,8,2,Fair,0
1186,27,Male,Nursing,200,4.2,40,90.0,82.0,80.0,6.8,6,Medium,Yes,3.4,6,0,Good,0
1187,28,Male,Mechanical Engineering,100,4.06,71,77.3,72.3,94.3,5.4,1,High,No,7.3,6,0,Good,0
1188,17,Male,Electrical Engineering,500,1.63,45,32.5,30.0,35.5,1.3,8,Low,No,5.2,6,3,Poor,1
1189,20,Male,Mass Communication,200,3.57,57,71.1,80.1,63.099999999999994,5.2,5,High,Yes,6.2,2,0,Good,0
1190,18,Female,Software Engineering,300,1.62,53,30.0,30.0,36.9,0.5,9,Low,No,5.1,1,5,Poor,1
1191,19,Female,Economics,500,2.4,80,41.0,50.0,53.0,2.4,1,High,No,5.7,6,5,Poor,0
1192,20,Female,Nursing,500,2.0,67,37.099999999999994,49.099999999999994,34.099999999999994,1.8,7,Medium,Yes,3.3,1,4,Poor,1
1193,17,Male,Medicine,100,1.51,75,30.0,30.5,30.0,0.5,4,Medium,No,7.6,3,3,Poor,1
1194,22,Female,Software Engineering,300,1.93,64,42.2,34.2,39.2,2.7,3,Medium,No,5.5,2,3,Poor,1
1195,27,Male,Information Technology,400,1.75,83,30.0,44.9,30.0,0.5,3,Medium,No,5.1,1,3,Poor,0
1196,21,Male,Accounting,400,2.69,75,50.5,63.5,47.5,3.7,5,High,Yes,3.5,6,2,Fair,0
1197,29,Female,Civil Engineering,200,3.27,79,73.7,68.7,53.7,4.7,10,Low,No,7.3,1,3,Fair,1
1198,28,Female,Economics,400,1.94,87,38.099999999999994,39.099999999999994,39.099999999999994,1.2,4,Medium,No,6.3,3,4,Poor,1
1199,21,Female,Microbiology,500,1.71,75,30.0,42.5,30.0,0.5,7,Medium,Yes,8.2,4,3,Poor,1
1200,30,Male,Computer Science,200,3.02,56,51.8,74.8,54.8,4.3,4,Medium,No,6.8,1,1,Fair,0
1201,17,Male,Computer Science,300,3.69,84,76.2,64.2,81.2,4.1,3,Medium,No,7.1,2,1,Good,0
1202,29,Female,Civil Engineering,500,3.45,90,65.0,66.0,76.0,4.1,2,High,No,7.4,7,2,Fair,0
1203,18,Male,Cyber Security,300,1.74,48,44.4,30.0,30.0,2.4,3,High,Yes,7.7,8,3,Poor,1
1204,29,Male,Cyber Security,200,3.6,87,70.1,64.1,82.1,5.2,1,High,Yes,8.3,1,0,Good,0
1205,23,Male,Information Technology,500,3.7,93,73.9,65.9,81.9,4.1,3,Medium,No,7.0,1,0,Good,0
1206,23,Female,Mechanical Engineering,300,2.92,70,59.0,62.0,54.0,4.4,5,High,No,8.2,8,2,Fair,0
1207,17,Female,Civil Engineering,500,1.55,43,30.0,32.9,30.0,0.5,9,Low,Yes,4.0,4,4,Poor,1
1208,19,Female,Microbiology,200,2.65,59,42.7,51.7,64.7,3.1,1,High,Yes,5.0,10,2,Fair,1
1209,27,Female,Microbiology,300,1.84,79,38.7,36.7,34.7,2.1,3,High,Yes,7.0,5,5,Poor,0
1210,29,Male,Mechanical Engineering,500,1.94,84,42.2,31.200000000000003,43.2,0.7,6,Medium,No,4.2,1,4,Poor,1
1211,16,Female,Electrical Engineering,300,3.47,47,59.099999999999994,77.1,72.1,5.0,5,High,No,7.6,8,3,Fair,1
1212,18,Male,Accounting,100,2.06,72,36.599999999999994,41.599999999999994,45.599999999999994,1.1,8,Low,Yes,6.8,4,3,Poor,0
1213,30,Female,Cyber Security,500,1.89,89,35.7,31.700000000000003,45.7,1.6,2,High,Yes,7.4,6,5,Poor,0
1214,19,Male,Computer Science,100,4.12,79,80.7,77.7,88.7,5.3,7,Medium,No,7.6,6,1,Good,0
1215,19,Female,Mass Communication,500,3.07,67,58.099999999999994,77.1,49.099999999999994,4.7,4,Medium,Yes,3.7,2,2,Fair,0
1216,26,Male,Nursing,500,3.1,70,56.0,76.0,54.0,4.0,1,High,No,8.4,10,1,Fair,0
1217,18,Male,Microbiology,500,1.85,60,37.0,30.0,44.0,1.4,1,High,No,4.2,4,3,Poor,0
1218,22,Female,Software Engineering,200,2.94,55,61.5,64.5,50.5,5.1,1,High,No,7.6,3,1,Fair,1
1219,17,Female,Civil Engineering,400,1.7,97,37.099999999999994,33.099999999999994,32.099999999999994,1.6,1,High,Yes,5.9,7,3,Poor,1
1220,17,Male,Accounting,200,3.96,55,65.5,83.5,88.5,5.3,5,High,No,3.7,2,0,Good,0
1221,21,Male,Economics,100,4.01,84,72.2,82.2,86.2,4.8,4,High,Yes,4.3,1,1,Good,0
1222,17,Female,Computer Science,500,1.52,61,30.0,31.3,30.0,1.0,5,High,No,4.3,1,4,Poor,1
1223,16,Male,Biochemistry,300,4.21,91,98.3,73.3,81.3,6.1,3,Medium,No,6.7,9,0,Good,0
1224,29,Male,Microbiology,100,1.62,50,30.0,37.0,30.0,0.8,6,Low,No,5.0,6,4,Poor,1
1225,28,Male,Information Technology,100,1.5,72,30.0,30.0,30.0,0.5,4,Medium,Yes,6.7,4,4,Poor,0
1226,23,Female,Computer Science,200,3.6,47,69.1,64.1,83.1,5.2,4,High,Yes,5.7,1,0,Good,1
1227,24,Male,Mechanical Engineering,300,2.0,89,45.7,32.7,41.7,2.0,3,Medium,Yes,4.3,1,5,Poor,1
1228,23,Female,Mechanical Engineering,400,2.71,83,56.9,51.9,53.9,3.1,5,Medium,Yes,7.7,5,1,Fair,0
1229,29,Male,Cyber Security,300,1.74,79,30.0,44.7,30.0,1.2,3,Medium,No,4.3,8,3,Poor,0
1230,28,Female,Economics,200,1.5,40,30.0,30.0,30.0,1.1,9,Low,No,3.3,5,3,Poor,1
1231,28,Female,Accounting,100,4.13,83,81.9,89.9,75.9,6.6,6,Low,Yes,5.9,1,1,Good,1
1232,19,Male,Accounting,200,3.96,62,80.6,80.6,76.6,6.1,3,Medium,Yes,5.2,7,1,Good,0
1233,27,Male,Computer Science,100,2.8,79,54.7,52.7,60.7,3.0,2,High,No,6.8,6,2,Fair,0
